"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","59/2846","197/18860",0.299492385786802,1.98468952773685,5.85691026659387,8.01162979516426e-08,2.18078619464932e-05,1.97650307106517e-05,"BEND3/CBX1/CBX5/CDKN2B-AS1/CTR9/DNMT1/DYRK1A/EED/EHMT1/EHMT2/EPC1/EZH1/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/HDAC4/HMGA2/HNRNPK/HNRNPU/JARID2/L3MBTL1/LHX2/MAEL/MBD1/MBD3/MCRIP1/MECP2/MIS18A/PCGF3/PCID2/PPM1D/SIRT6/SIRT7/SMARCA4/SMARCA5/SMCHD1/SPEN/SPIN1/SPTY2D1/SUV39H1/SUV39H2/TASOR2/TDRD5/TEX15/TRIM28/TRIM37/UHRF1/UHRF2/ZNF445",59
"GO:0050684","GO:0050684","regulation of mRNA processing","46/2846","139/18860",0.330935251798561,2.19305651754071,5.9515592581577,8.32914023197182e-08,2.18078619464932e-05,1.97650307106517e-05,"ALKBH5/C1QBP/CCNB1/CDC73/CDK11A/CDK11B/DAZAP1/DHX9/DYRK1A/FMR1/HNRNPA1/HNRNPK/HNRNPL/HNRNPU/IWS1/KHDRBS1/LARP7/NCL/NPM1/PTBP1/QKI/RBFOX1/RBM14/RBM19/RBM23/RBM42/RNPS1/SAFB2/SAFB/SAP18/SLTM/SNRNP70/SNW1/SRPK1/SRPK2/SRSF10/SRSF1/SRSF2/SRSF5/SRSF6/SRSF9/TIA1/TRA2A/U2AF2/UPF1/ZFP36L1",46
"GO:0010948","GO:0010948","negative regulation of cell cycle process","84/2846","318/18860",0.264150943396226,1.75048727774168,5.68991098446386,9.8652446758863e-08,2.47535430992447e-05,2.24347779142414e-05,"ABRAXAS1/APC/ATM/BABAM2/BMP7/BRD4/BRSK1/BUB3/CACNB4/CCNB1/CCNF/CDC14B/CDC45/CDC5L/CDC6/CDC73/CDK1/CDK2AP2/CDT1/CENPF/CEP63/CHFR/CHMP2A/CLOCK/CRY1/DACT1/DMRT1/DNA2/DTL/ERCC6/FBXO31/FBXO5/FBXO7/FOXO4/FZR1/GNB1L/H2AX/HASPIN/HORMAD1/INHBA/INTS3/INTS7/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MDM1/MRNIP/NABP2/NAE1/NPM1/NSUN2/NUBP1/PABIR1/PKD2/PKMYT1/PLK3/PPP1R10/PRMT2/RAD21/RAD9A/RBBP8/RBM14/SETMAR/SKA1/SKA3/SMARCA5/SPC24/SPDL1/TAOK1/TAOK2/TELO2/TPRA1/TRIAP1/TRIM37/TRIM39/UIMC1/WAC/WAPL/ZFP36L1/ZFYVE19/ZNHIT1/ZWINT",84
"GO:0031023","GO:0031023","microtubule organizing center organization","51/2846","163/18860",0.312883435582822,2.07342993502882,5.80240991594119,1.30363860507274e-07,3.09044417701196e-05,2.80094968585485e-05,"AURKA/BNIP2/BRSK1/C2CD3/CCDC102B/CCNF/CDK11A/CDK11B/CDK1/CEP120/CEP192/CEP250/CEP44/CEP63/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/CLASP1/CNTLN/CNTROB/DCTN1/DEUP1/DNM2/FBXW5/GADD45A/HAUS3/HAUS6/KIF11/KIF3A/MDM1/NAT10/NDEL1/NPM1/NUBP1/NUP62/PARD6B/PARD6G/PDCD6IP/PKD2/PLK4/POC1A/PPP1R12A/RBM14/SPICE1/SSX2IP/TRIM37/VPS4B/XRCC2",51
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","43/2846","128/18860",0.3359375,2.22620563949403,5.86817538711443,1.34685071868504e-07,3.09044417701196e-05,2.80094968585485e-05,"ATM/CNOT1/CNOT4/CNOT6L/CNOT8/CNOT9/CTIF/DCPS/DHX34/DHX9/EIF4ENIF1/EXOSC2/EXOSC5/FMR1/GSPT1/HBS1L/HNRNPAB/HNRNPU/LSM1/LSM4/LSM7/MLH1/PABPC1/PAN2/PAN3/PARN/PATL1/PNRC1/POLR2G/RNPS1/SKIC2/SKIC3/SMG6/SMG7/SMG9/TENT2/TENT4A/TNRC6B/TNRC6C/UPF1/UPF2/YBX1/ZFP36L1",43
"GO:0032886","GO:0032886","regulation of microtubule-based process","75/2846","276/18860",0.271739130434783,1.80077301475755,5.64964602353606,1.38561927564469e-07,3.09044417701196e-05,2.80094968585485e-05,"APC2/APC/AURKA/BBOF1/CCDC88C/CCNF/CDK11A/CDK11B/CDK2AP2/CDK5R1/CEP120/CFAP206/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CHORDC1/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DNAAF1/DYNC1H1/DYNLT2B/DYRK1A/EML2/FBXW5/FEZ1/FNTB/FSD1/GBA2/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/MAPRE2/MAPRE3/MAPT/MDM1/MECP2/NAT10/NPM1/NUBP1/NUMA1/NUP62/ODAD2/PARP3/PDCD6IP/PKD1/PLK4/POC1A/PPP2CA/RAE1/RBM14/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/SPICE1/TAOK1/TPPP/TRAF3IP1/TRIM37/TTBK2/TTLL6/VPS4B",75
"GO:0140694","GO:0140694","membraneless organelle assembly","108/2846","446/18860",0.242152466367713,1.60470678696243,5.44835088114703,2.17308905993605e-07,4.67369368533388e-05,4.23588976532647e-05,"ABRAXAS1/ACTA1/AKAP13/ALKBH5/ANLN/ARHGEF5/ATXN2/ATXN2L/AURKA/BCCIP/BOP1/C1QBP/C2CD3/CDS2/CENPA/CENPF/CENPT/CEP120/CEP192/CEP44/CEP63/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/CNOT1/CNOT6L/CNTROB/DAZAP2/DDX3X/DEUP1/DYNC1H1/EIF2A/EIF2S1/EIF4ENIF1/EIF5B/FASTKD2/FBXO5/FITM2/FMR1/FUS/G3BP2/GPSM2/HAUS3/HAUS6/HNRNPU/HSF1/KASH5/KIF11/KIF2A/LIAT1/LSM14B/LSM4/MAPRE2/MAPRE3/MAPT/MDM1/MEF2A/MIS12/MLH1/MTERF4/MTG1/NOA1/NPM1/NUMA1/NUP62/PAN2/PAN3/PATL1/PLK4/PSPC1/PUM2/PWP2/QKI/RBM14/RCC1/RHOA/RNF4/RPL10L/RPL5/RPS15/RPS23/RPSA2/RRP7A/RRP7BP/SIX4/SKA1/SKA3/SMAD4/SPICE1/STAG1/STAG2/TIA1/TMOD3/TRIM37/TUBB8/TUBB/TUBGCP3/TUBGCP4/UHRF1/USP10/VPS4B/WNK3/YTHDF1/YTHDF2",108
"GO:1903046","GO:1903046","meiotic cell cycle process","64/2846","227/18860",0.281938325991189,1.86836149971674,5.54879861020692,2.70263759180107e-07,5.61216675097451e-05,5.08645223720093e-05,"ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CDC25C/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FANCA/FBXO5/FIGNL1/FZR1/HORMAD1/HSF1/KASH5/KNL1/LSM14B/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MSH4/NCAPD3/NCAPH/NSUN2/PKMYT1/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SMC4/SPATA22/SPIRE2/SPO11/STAG3/SYCE1/TEX15/TUBB8/TUBG1/TUBG2/UBB/YTHDF2/ZCWPW1/ZNF541/ZWINT",64
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","51/2846","168/18860",0.303571428571429,2.01172071077201,5.55282850976697,3.73388577571917e-07,7.49515338046028e-05,6.79305184108909e-05,"APC2/APC/BBOF1/CCDC88C/CDK2AP2/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CKAP2/CLASP1/CLIP3/DCTN1/DIXDC1/DYNC1H1/DYRK1A/EML2/FSD1/GBA2/GNAI1/GPSM2/HAUS3/HAUS6/HDGFL3/HNRNPU/MAPRE2/MAPRE3/MAPT/MECP2/NUMA1/NUP62/PARP3/PKD1/PPP2CA/RAE1/RCC1/RHOA/RNF4/ROCK1/SKA1/SKA3/SPAST/SPECC1L/TAOK1/TPPP/TRAF3IP1/TTBK2/VPS4B",51
"GO:0045786","GO:0045786","negative regulation of cell cycle","98/2846","399/18860",0.245614035087719,1.62764606526858,5.3419585430856,3.9073071048558e-07,7.59025915659406e-05,6.87924867187684e-05,"ABRAXAS1/APC/ATM/BABAM2/BMP2/BMP7/BRD4/BRSK1/BUB3/CACNB4/CCNB1/CCNF/CDC14B/CDC45/CDC5L/CDC6/CDC73/CDK1/CDK2AP2/CDKN2A/CDT1/CENPF/CEP63/CHFR/CHMP2A/CLOCK/CRY1/DACT1/DMRT1/DNA2/DTL/ERCC6/FBXO31/FBXO5/FBXO7/FOXC1/FOXO4/FZR1/GMNN/GNB1L/H2AX/HASPIN/HORMAD1/HOXD10/HPGD/INHBA/INTS3/INTS7/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MDM1/MRNIP/NABP2/NAE1/NPM1/NSUN2/NUBP1/PABIR1/PKD2/PKMYT1/PLK3/PML/PPP1R10/PRMT2/RAD21/RAD9A/RBBP8/RBM14/RNF167/SETMAR/SKA1/SKA3/SMARCA5/SPC24/SPDL1/SUV39H1/TAF6/TAOK1/TAOK2/TELO2/THAP5/TP53BP2/TP53I13/TPRA1/TRIAP1/TRIM37/TRIM39/UIMC1/WAC/WAPL/ZBTB17/ZFP36L1/ZFYVE19/ZNHIT1/ZWINT",98
"GO:0007052","GO:0007052","mitotic spindle organization","44/2846","137/18860",0.321167883211679,2.12832968284338,5.58773040439134,4.10775106578398e-07,7.73027403692223e-05,7.00614778818748e-05,"ABRAXAS1/AFG2B/AURKA/BCCIP/CCNB1/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DCTN1/DYNC1H1/EFHC1/EML1/FSD1/GNAI1/GPSM2/HNRNPU/KIF11/KIF2A/NUMA1/NUP62/PARP3/PCNT/PKD1/PLK3/POC1A/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPICE1/STAG1/STAG2/TUBG1/TUBG2/UHRF1/VPS4B",44
"GO:0006368","GO:0006368","transcription elongation by RNA polymerase II","42/2846","129/18860",0.325581395348837,2.15757734233277,5.56149123187824,4.93876123824413e-07,9.01249096263824e-05,8.16825423294923e-05,"ARMC5/BRD4/CCNK/CCNT2/CDC73/CTR9/EAPP/ELOB/ELOF1/ERCC6/GTF2F1/GTF2F2/HNRNPU/INTS11/INTS2/INTS3/INTS7/IWS1/LARP7/MED11/MED15/MED18/MED20/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PCID2/POLR2I/PPP1R10/PPP2CA/RBX1/RECQL5/SIRT6/SUPT4H1/SUPT5H/VHL/WDR43",42
"GO:0016072","GO:0016072","rRNA metabolic process","72/2846","270/18860",0.266666666666667,1.76715858514875,5.35246951886207,5.36095515351685e-07,9.49519762778779e-05,8.60574379906652e-05,"BOP1/BRF1/BYSL/CDKN2A/CHD7/DDX10/DDX11/DDX51/DDX52/DEDD2/DKC1/ERCC2/ERCC6/ESF1/EXOSC1/EXOSC2/EXOSC5/FBL/FTSJ3/GTF2H5/GTF3A/GTF3C1/KRI1/LYAR/MAK16/MAPT/MPHOSPH10/MPHOSPH6/MTERF4/MYG1/NAT10/NCL/NOB1/NOL7/NOLC1/POLR1A/POLR2E/POP4/POP7/PPAN/PWP1/PWP2/RBFA/RIOK2/RPL5/RPP38/RPP40/RPS15/RPS16/RPUSD1/RRP1B/RRP7A/RRP7BP/RRP9/SART1/SIRT7/SMARCA4/SMARCB1/SPIN1/SUV39H1/TAF1B/TFB1M/TOP1/TSR3/USP36/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDF2",72
"GO:0016236","GO:0016236","macroautophagy","98/2846","403/18860",0.24317617866005,1.6114907693354,5.23104840323847,6.3729431337454e-07,0.000109651038718328,9.93795793938944e-05,"ABI2/ADRB2/AFG2B/AKT1/ARMC3/ATG16L2/ATG4B/ATG7/ATM/ATP13A2/ATP6V0D1/ATP6V0E2/ATP6V1B2/ATP6V1D/ATP6V1E2/ATP6V1G1/BNIP3/CAPNS1/CDC37/CDK5R1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CSNK2A2/CTSD/EHMT2/EIF2AK1/EIF2S1/ELP6/EMC6/EPHB2/EXOC7/EXOC8/FBXO7/FEZ1/FUNDC1/GAA/HGS/IRGQ/LRBA/LYPLA1/MAP1LC3B/MFSD8/MOAP1/OMA1/PACS2/PDCD6IP/PGAM5/PHF23/PINK1/PRKN/RAB1B/RAB33B/RAB3GAP2/RBX1/RETREG1/RETREG2/RETREG3/RIPK2/RNF41/RNF5/RUBCN/SLC25A4/SNX14/SNX32/SNX4/SNX6/SPART/SPATA33/SREBF1/SREBF2/STUB1/STX12/STX17/SUPT5H/TBC1D12/TBC1D25/TBC1D5/TBK1/TEX264/TIGAR/TOMM7/TRIM32/ULK3/USP36/VPS13C/VPS26B/VPS28/VPS35/VPS37C/VPS4B/VTA1/VTI1B/WAC/ZNRF1",98
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","43/2846","136/18860",0.316176470588235,2.09525236658261,5.40394853419057,8.92310661008775e-07,0.000149263744460968,0.00013528160167633,"ABRAXAS1/APC/ATM/BABAM2/BRSK1/BUB3/CCNB1/CDC14B/CDC6/CDK1/CENPF/CHFR/DTL/FBXO31/FOXO4/FZR1/HASPIN/INTS3/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/PABIR1/PLK3/PPP1R10/RAD9A/RBBP8/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TRIAP1/TRIM39/UIMC1/WAC/ZFYVE19/ZWINT",43
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","72/2846","274/18860",0.262773722627737,1.74136064959913,5.21121164382745,9.75448395655484e-07,0.000158760817260468,0.000143889044992139,"ABRAXAS1/APC/ATM/BABAM2/BRD4/BRSK1/BUB3/CACNB4/CCNB1/CDC14B/CDC45/CDC5L/CDC6/CDC73/CDK1/CDK2AP2/CDT1/CENPF/CEP63/CHFR/CLOCK/CRY1/DACT1/DNA2/DTL/ERCC6/FBXO31/FBXO5/FBXO7/FOXO4/FZR1/GNB1L/H2AX/HASPIN/HORMAD1/INHBA/INTS3/INTS7/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/NSUN2/PABIR1/PKD2/PKMYT1/PLK3/PPP1R10/PRMT2/RAD21/RAD9A/RBBP8/SETMAR/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TELO2/TPRA1/TRIAP1/TRIM39/UIMC1/WAC/ZFP36L1/ZFYVE19/ZWINT",72
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","78/2846","305/18860",0.255737704918033,1.69473405297052,5.15661720239605,1.12062061141945e-06,0.000177588876893893,0.000160953403606922,"ALKBH4/ARID4A/ATAD2/BEND3/CBX1/CBX5/CDKN2B-AS1/CTCFL/CTR9/DNMT1/DPY30/DYRK1A/EED/EGR1/EHMT1/EHMT2/EPC1/EZH1/GLMN/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/H3C12/HDAC4/HMGA2/HNRNPK/HNRNPU/JARID2/KAT7/L3MBTL1/LHX2/MAEL/MBD1/MBD3/MCRIP1/MECP2/MIS18A/NDN/OGG1/PCGF3/PCID2/PPM1D/PRMT3/RBM14/SIRT6/SIRT7/SMARCA4/SMARCA5/SMARCB1/SMCHD1/SPEN/SPIN1/SPTY2D1/STPG4/SUV39H1/SUV39H2/TASOR2/TDRD5/TEX15/TRIM28/TRIM37/UHRF1/UHRF2/USP21/WDR5/ZCWPW1/ZNF445/ZNHIT1",78
"GO:0050000","GO:0050000","chromosome localization","40/2846","124/18860",0.32258064516129,2.13769183687348,5.3582615863593,1.19564127676108e-06,0.000184619276119365,0.00016732523670732,"ABRAXAS1/APC/ATM/BUB3/CCNB1/CDC42/CDK1/CDT1/CENPF/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/DSN1/DYNC1H1/EML4/HNRNPU/KASH5/KNL1/MAD1L1/MAJIN/MIS12/MLH1/NDEL1/NUMA1/NUP62/RAB24/RCC2/RMDN1/SEH1L/SKA1/SKA3/SPC24/SPDL1/SPICE1/SPO11/VPS4B/ZWINT",40
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","36/2846","107/18860",0.336448598130841,2.22959260743066,5.37705676753768,1.31617727618755e-06,0.000198150488930036,0.00017958892571138,"ACTB/ANAPC11/ANAPC1/ANAPC2/ANAPC7/APC/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CDK1/CENPF/CHFR/DPF2/FBXO5/HASPIN/HNRNPU/KLHL22/KNL1/MAD1L1/MAD2L1/NSMCE2/NUMA1/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",36
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","50/2846","170/18860",0.294117647058824,1.94907196891406,5.24017538345103,1.37436331573436e-06,0.000201863802130544,0.000182954397742815,"ABRAXAS1/AFG2B/AURKA/BCCIP/CCNB1/CDK1/CENPA/CEP192/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CLASP1/DCTN1/DYNC1H1/DYNLT1/EFHC1/EML1/FSD1/GNAI1/GPSM2/HNRNPU/KIF11/KIF2A/MAD2L1/NDEL1/NUMA1/NUP62/PARP3/PCNT/PKD1/PLK3/POC1A/PTPA/RAE1/RAN/RCC1/RHOA/RMDN1/SPAST/SPDL1/SPICE1/STAG1/STAG2/TUBG1/TUBG2/UHRF1/VPS4B",50
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","86/2846","348/18860",0.247126436781609,1.6376685164094,5.0615646963206,1.50842706830726e-06,0.000216279709651103,0.00019601990850058,"C1QBP/CDC5L/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GPATCH8/HNRNPA1/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/LARP7/LSM1/LSM2/LSM4/LSM7/LSM8/LUC7L/MPHOSPH10/NCL/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/QKI/RBFOX1/RBM14/RBM19/RBM23/RBM42/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF10/SRSF1/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/ZMAT2/ZRSR2",86
"GO:0046605","GO:0046605","regulation of centrosome cycle","24/2846","59/18860",0.406779661016949,2.6956656383625,5.49923927762388,1.73291804483125e-06,0.000233723458205335,0.000211829630092234,"AURKA/CCNF/CDK11A/CDK11B/CEP120/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/FBXW5/MDM1/NAT10/NPM1/NUBP1/NUP62/PDCD6IP/PLK4/POC1A/RBM14/SPICE1/TRIM37/VPS4B",24
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","73/2846","283/18860",0.257950530035336,1.70939810135855,5.06900027803294,1.73597024763951e-06,0.000233723458205335,0.000211829630092234,"ABRAXAS1/ACD/ACTB/ACTR8/AKT1/ANKRD31/ATM/BABAM2/BCL7A/BCL7B/CCT3/CCT5/CDC7/CDK1/CDT1/CHTF18/CHTF8/DDX11/DHX9/DKC1/DNA2/DPF2/ENDOG/EPC1/EPC2/ERCC2/ERCC6/FUS/H2AX/HNRNPA1/HSF1/HSP90AA1/INO80C/INO80E/KAT7/KCTD13/MAP2K7/MBTD1/MEAF6/MLH1/MRNIP/NABP2/PARN/PARP1/PARP3/PCNA/PIAS4/PKIB/PML/PMS2/POLG2/PPP1R10/PRDM9/PTGES3/RAD51AP1/RFC3/RTEL1/SETMAR/SIRT6/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/TFRC/TIGAR/TNKS2/TRIM28/UIMC1/USP1/ZCWPW1",73
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","48/2846","162/18860",0.296296296296296,1.96350953905416,5.19209720084191,1.75827164532751e-06,0.000233723458205335,0.000211829630092234,"ABRAXAS1/AKAP8/ATM/AURKA/BABAM2/BRD4/BRSK1/CALM3/CCNB1/CCNQ/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK10/CDK1/CENPF/CHFR/DNM2/DTL/FBXL15/FBXO5/FOXO4/FZR1/INTS3/KDM8/KHDRBS1/MARK3/MRNIP/NABP2/NAE1/NPM1/PABIR1/PKMYT1/PLK3/PPM1D/PPME1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/ZFYVE19",48
"GO:0032784","GO:0032784","regulation of DNA-templated transcription elongation","35/2846","104/18860",0.336538461538462,2.23018811827666,5.30328481562544,1.82414522345578e-06,0.000233723458205335,0.000211829630092234,"BRD4/CCNK/CCNT2/CDC73/EAPP/ERCC6/GTF2F1/HMGN1/HNRNPU/INTS11/INTS2/INTS3/INTS7/KAT7/LARP7/MED11/MED15/MED18/MED20/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SETD5/SIRT6/SUPT4H1/SUPT5H/VHL/WDR43",35
"GO:0051310","GO:0051310","metaphase chromosome alignment","35/2846","104/18860",0.336538461538462,2.23018811827666,5.30328481562544,1.82414522345578e-06,0.000233723458205335,0.000211829630092234,"ABRAXAS1/APC/BUB3/CCNB1/CDC42/CDK1/CDT1/CENPF/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/DSN1/DYNC1H1/EML4/HNRNPU/KNL1/MAD1L1/MIS12/MLH1/NUMA1/NUP62/RAB24/RCC2/RMDN1/SEH1L/SKA1/SKA3/SPC24/SPDL1/SPICE1/VPS4B/ZWINT",35
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","39/2846","122/18860",0.319672131147541,2.11841756621315,5.22455305409882,2.0821274336047e-06,0.000260187330793244,0.000235814523967028,"ABRAXAS1/ATM/AURKA/BABAM2/BRD4/BRSK1/CCNB1/CCNQ/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK10/CDK1/CENPF/CHFR/DTL/FBXO5/FOXO4/FZR1/INTS3/MARK3/MRNIP/NABP2/NAE1/NPM1/PABIR1/PKMYT1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/ZFYVE19",39
"GO:0032506","GO:0032506","cytokinetic process","22/2846","52/18860",0.423076923076923,2.80366506297638,5.49051551207983,2.12186188686085e-06,0.000260187330793244,0.000235814523967028,"ALKBH4/ANLN/ARF1/CEP55/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/CNTROB/EXOC7/IQGAP2/MITD1/NUP62/PDCD6IP/RHOA/SPART/SPAST/SPIRE2/VPS4B/ZFYVE19",22
